CTYNAME,YEAR,MEDIAN_AGE_TOT
Union County,4,43.0
Van Buren County,1,47.1
Van Buren County,2,47.3
Van Buren County,3,47.0
Van Buren County,4,46.8
Warren County,1,40.5
Warren County,2,40.5
Warren County,3,40.5
Warren County,4,40.5
Washington County,1,40.2
Washington County,2,40.2
Washington County,3,40.5
Washington County,4,40.5
Wayne County,1,43.3
Wayne County,2,43.4
Wayne County,3,43.5
Wayne County,4,43.7
Weakley County,1,37.4
Weakley County,2,37.4
Weakley County,3,37.5
Weakley County,4,37.3
White County,1,43.2
White County,2,43.2
White County,3,43.1
White County,4,43.2
Williamson County,1,39.5
Williamson County,2,39.6
Williamson County,3,39.9
Williamson County,4,40.4
Wilson County,1,40.0
Wilson County,2,40.1
Wilson County,3,40.1
Wilson County,4,39.9
Anderson County,1,39.2
Anderson County,2,39.3
Anderson County,3,39.3
Anderson County,4,39.3
Andrews County,1,31.3
Andrews County,2,31.4
Andrews County,3,31.8
Andrews County,4,32.2
Angelina County,1,37.4
Angelina County,2,37.4
Angelina County,3,37.3
Angelina County,4,37.4
Aransas County,1,50.0
Aransas County,2,50.1
Aransas County,3,49.7
Aransas County,4,49.7
Archer County,1,43.8
Archer County,2,43.8
Archer County,3,43.4
Archer County,4,42.7
Armstrong County,1,42.9
Armstrong County,2,42.8
Armstrong County,3,43.3
Armstrong County,4,43.3
Atascosa County,1,35.9
Atascosa County,2,35.9
Atascosa County,3,36.0
Atascosa County,4,35.9
Austin County,1,41.3
Austin County,2,41.4
Austin County,3,41.6
Austin County,4,41.5
Bailey County,1,34.0
Bailey County,2,34.1
Bailey County,3,33.6
Bailey County,4,33.7
Bandera County,1,53.1
Bandera County,2,53.0
Bandera County,3,52.7
Bandera County,4,52.5
Bastrop County,1,37.9
Bastrop County,2,37.9
Bastrop County,3,37.6
Bastrop County,4,37.2
Baylor County,1,43.2
Baylor County,2,43.3
Baylor County,3,43.7
Baylor County,4,43.1
Bee County,1,35.6
Bee County,2,35.6
Bee County,3,35.7
Bee County,4,35.8
Bell County,1,31.7
Bell County,2,31.8
Bell County,3,31.8
Bell County,4,32.1
Bexar County,1,34.2
Bexar County,2,34.3
Bexar County,3,34.4
Bexar County,4,34.6
Blanco County,1,50.0
Blanco County,2,50.2
Blanco County,3,50.3
Blanco County,4,50.7
Borden County,1,47.4
Borden County,2,47.3
Borden County,3,48.3
Borden County,4,48.3
Bosque County,1,46.6
Bosque County,2,46.7
Bosque County,3,46.6
Bosque County,4,46.4
Bowie County,1,38.2
Bowie County,2,38.2
Bowie County,3,38.2
Bowie County,4,38.2
Brazoria County,1,36.2
Brazoria County,2,36.3
Brazoria County,3,36.4
Brazoria County,4,36.6
Brazos County,1,26.3
Brazos County,2,26.4
Brazos County,3,26.5
Brazos County,4,26.7
Brewster County,1,43.9
Brewster County,2,44.0
Brewster County,3,44.6
Brewster County,4,45.1
Briscoe County,1,45.5
Briscoe County,2,45.7
Briscoe County,3,45.1
Briscoe County,4,45.5
Brooks County,1,33.8
Brooks County,2,33.9
Brooks County,3,33.4
Brooks County,4,33.4
Brown County,1,41.6
Brown County,2,41.8
Brown County,3,41.8
Brown County,4,42.0
Burleson County,1,44.1
Burleson County,2,44.1
Burleson County,3,43.5
Burleson County,4,43.0
Burnet County,1,44.9
Burnet County,2,44.9
Burnet County,3,45.0
Burnet County,4,45.0
Caldwell County,1,37.3
Caldwell County,2,37.3
Caldwell County,3,37.4
Caldwell County,4,37.5
Calhoun County,1,38.9
Calhoun County,2,39.0
Calhoun County,3,39.8
Calhoun County,4,40.1
Callahan County,1,43.6
Callahan County,2,43.6
Callahan County,3,43.3
Callahan County,4,43.4
Cameron County,1,32.1
Cameron County,2,32.2
Cameron County,3,32.3
Cameron County,4,32.5
Camp County,1,38.2
Camp County,2,38.2
Camp County,3,37.9
Camp County,4,37.6
Carson County,1,41.6
Carson County,2,41.7
Carson County,3,41.4
Carson County,4,41.3
Cass County,1,44.2
Cass County,2,44.2
Cass County,3,43.6
Cass County,4,43.7
Castro County,1,34.9
Castro County,2,34.9
Castro County,3,34.4
Castro County,4,34.4
Chambers County,1,34.8
Chambers County,2,34.8
Chambers County,3,34.7
Chambers County,4,34.6
Cherokee County,1,38.3
Cherokee County,2,38.3
Cherokee County,3,38.2
Cherokee County,4,38.1
Childress County,1,34.9
Childress County,2,35.0
Childress County,3,34.3
Childress County,4,33.9
Clay County,1,46.8
Clay County,2,46.6
Clay County,3,46.7
Clay County,4,46.5
Cochran County,1,36.3
Cochran County,2,36.2
Cochran County,3,36.8
Cochran County,4,36.3
Coke County,1,45.8
Coke County,2,45.9
Coke County,3,46.0
Coke County,4,45.7
Coleman County,1,48.6
Coleman County,2,48.5
Coleman County,3,48.0
Coleman County,4,47.4
Collin County,1,37.1
Collin County,2,37.1
Collin County,3,37.2
Collin County,4,37.3
Collingsworth County,1,37.9
Collingsworth County,2,38.0
Collingsworth County,3,38.9
Collingsworth County,4,39.1
Colorado County,1,42.3
Colorado County,2,42.3
Colorado County,3,42.1
Colorado County,4,42.1
Comal County,1,41.8
Comal County,2,41.8
Comal County,3,41.5
Comal County,4,41.5
Comanche County,1,44.7
Comanche County,2,44.6
Comanche County,3,44.2
Comanche County,4,43.9
Concho County,1,47.3
Concho County,2,47.2
Concho County,3,47.4
Concho County,4,47.4
Cooke County,1,40.1
Cooke County,2,40.2
Cooke County,3,40.4
Cooke County,4,40.7
Coryell County,1,32.1
Coryell County,2,32.2
Coryell County,3,32.4
Coryell County,4,32.8
Cottle County,1,46.1
Cottle County,2,46.2
Cottle County,3,46.1
Cottle County,4,46.4
Crane County,1,33.9
Crane County,2,33.9
Crane County,3,33.7
Crane County,4,33.8
Crockett County,1,39.7
Crockett County,2,39.6
Crockett County,3,40.0
Crockett County,4,40.2
Crosby County,1,38.4
Crosby County,2,38.7
Crosby County,3,38.0
Crosby County,4,38.0
Culberson County,1,40.6
Culberson County,2,39.9
Culberson County,3,40.4
Culberson County,4,40.7
Dallam County,1,31.4
Dallam County,2,31.4
Dallam County,3,31.0
Dallam County,4,30.5
Dallas County,1,33.8
Dallas County,2,33.8
Dallas County,3,34.0
Dallas County,4,34.0
Dawson County,1,33.3
Dawson County,2,33.3
Dawson County,3,33.1
Dawson County,4,33.4
Deaf Smith County,1,31.2
Deaf Smith County,2,31.2
Deaf Smith County,3,31.2
Deaf Smith County,4,31.2
Delta County,1,42.3
Delta County,2,42.4
Delta County,3,41.6
Delta County,4,41.2
Denton County,1,36.5
Denton County,2,36.5
Denton County,3,36.8
Denton County,4,37.0
DeWitt County,1,41.5
DeWitt County,2,41.5
DeWitt County,3,41.5
DeWitt County,4,41.4
Dickens County,1,47.6
Dickens County,2,48.0
Dickens County,3,48.2
Dickens County,4,48.5
Dimmit County,1,34.7
Dimmit County,2,34.8
Dimmit County,3,34.7
Dimmit County,4,34.3
Donley County,1,43.2
Donley County,2,43.3
Donley County,3,42.7
Donley County,4,42.2
Duval County,1,35.7
Duval County,2,35.7
Duval County,3,35.3
Duval County,4,35.3
Eastland County,1,42.2
Eastland County,2,42.2
Eastland County,3,42.1
Eastland County,4,42.2
Ector County,1,30.7
Ector County,2,30.8
Ector County,3,31.1
Ector County,4,31.2
Edwards County,1,48.6
Edwards County,2,48.8
Edwards County,3,48.6
Edwards County,4,48.3
Ellis County,1,36.2
Ellis County,2,36.2
Ellis County,3,36.1
Ellis County,4,36.2
El Paso County,1,32.7
El Paso County,2,32.7
El Paso County,3,33.0
El Paso County,4,33.2
Erath County,1,31.4
Erath County,2,31.4
Erath County,3,31.5
Erath County,4,32.1
Falls County,1,39.5
Falls County,2,39.5
Falls County,3,39.6
Falls County,4,39.6
Fannin County,1,40.8
Fannin County,2,40.7
Fannin County,3,40.5
Fannin County,4,40.6
Fayette County,1,47.5
Fayette County,2,47.4
Fayette County,3,47.4
Fayette County,4,47.6
Fisher County,1,44.9
Fisher County,2,44.9
Fisher County,3,44.2
Fisher County,4,44.5
Floyd County,1,38.4
Floyd County,2,38.5
Floyd County,3,38.6
Floyd County,4,38.2
Foard County,1,50.0
Foard County,2,50.0
Foard County,3,50.2
Foard County,4,47.9
Fort Bend County,1,36.8
Fort Bend County,2,36.9
Fort Bend County,3,37.0
Fort Bend County,4,37.3
Franklin County,1,43.0
Franklin County,2,43.0
Franklin County,3,42.8
Franklin County,4,43.3
Freestone County,1,42.0
Freestone County,2,42.1
Freestone County,3,42.2
Freestone County,4,42.4
Frio County,1,31.9
Frio County,2,31.9
Frio County,3,32.2
Frio County,4,32.1
Gaines County,1,28.0
Gaines County,2,28.0
Gaines County,3,28.1
Gaines County,4,28.1
Galveston County,1,38.2
Galveston County,2,38.3
Galveston County,3,38.5
Galveston County,4,38.8
Garza County,1,34.5
Garza County,2,34.6
Garza County,3,34.4
Garza County,4,34.6
Gillespie County,1,49.9
Gillespie County,2,50.0
Gillespie County,3,49.7
Gillespie County,4,49.9
Glasscock County,1,36.3
Glasscock County,2,36.1
Glasscock County,3,35.6
Glasscock County,4,35.7
Goliad County,1,45.6
Goliad County,2,45.6
Goliad County,3,45.2
Goliad County,4,45.9
Gonzales County,1,37.2
Gonzales County,2,37.2
Gonzales County,3,37.3
Gonzales County,4,37.3
Gray County,1,37.7
Gray County,2,37.8
Gray County,3,37.8
Gray County,4,37.8
Grayson County,1,39.6
Grayson County,2,39.6
Grayson County,3,39.4
Grayson County,4,39.4
Gregg County,1,35.9
Gregg County,2,36.0
Gregg County,3,36.0
Gregg County,4,36.0
Grimes County,1,40.5
Grimes County,2,40.5
Grimes County,3,40.2
Grimes County,4,40.4
Guadalupe County,1,37.5
Guadalupe County,2,37.6
Guadalupe County,3,37.8
Guadalupe County,4,37.9
Hale County,1,33.6
Hale County,2,33.6
Hale County,3,34.0
Hale County,4,34.2
Hall County,1,45.8
Hall County,2,46.3
Hall County,3,44.7
Hall County,4,44.3
Hamilton County,1,45.4
Hamilton County,2,45.5
Hamilton County,3,45.5
Hamilton County,4,45.5
Hansford County,1,34.3
Hansford County,2,34.4
Hansford County,3,34.7
Hansford County,4,34.7
Hardeman County,1,43.0
Hardeman County,2,42.8
Hardeman County,3,41.9
Hardeman County,4,42.4
Hardin County,1,39.1
Hardin County,2,39.1
Hardin County,3,39.0
Hardin County,4,39.2
Harris County,1,34.0
Harris County,2,34.1
Harris County,3,34.4
Harris County,4,34.5
Harrison County,1,38.2
Harrison County,2,38.3
Harrison County,3,38.4
Harrison County,4,38.6
Hartley County,1,39.6
Hartley County,2,39.6
Hartley County,3,39.3
Hartley County,4,40.0
Haskell County,1,42.9
Haskell County,2,42.9
Haskell County,3,42.6
Haskell County,4,42.6
Hays County,1,33.0
Hays County,2,33.1
Hays County,3,33.5
Hays County,4,33.7
Hemphill County,1,36.0
Hemphill County,2,36.1
Hemphill County,3,37.5
Hemphill County,4,38.6
Henderson County,1,43.9
Henderson County,2,43.9
Henderson County,3,43.7
Henderson County,4,43.7
Hidalgo County,1,29.7
Hidalgo County,2,29.8
Hidalgo County,3,30.0
Hidalgo County,4,30.2
Hill County,1,41.3
Hill County,2,41.4
Hill County,3,41.4
Hill County,4,41.5
Hockley County,1,35.3
Hockley County,2,35.3
Hockley County,3,35.5
Hockley County,4,35.9
Hood County,1,46.5
Hood County,2,46.5
Hood County,3,46.3
Hood County,4,46.2
Hopkins County,1,39.5
Hopkins County,2,39.5
Hopkins County,3,39.3
Hopkins County,4,39.2
Houston County,1,44.3
Houston County,2,44.3
Houston County,3,44.0
Houston County,4,44.2
Howard County,1,36.7
Howard County,2,36.8
Howard County,3,37.2
Howard County,4,37.6
Hudspeth County,1,34.4
Hudspeth County,2,34.5
Hudspeth County,3,34.3
Hudspeth County,4,34.1
Hunt County,1,37.8
Hunt County,2,37.9
Hunt County,3,37.4
Hunt County,4,37.0
Hutchinson County,1,38.4
Hutchinson County,2,38.5
Hutchinson County,3,38.6
Hutchinson County,4,38.8
Irion County,1,43.4
Irion County,2,43.6
Irion County,3,42.5
Irion County,4,42.6
Jack County,1,38.4
Jack County,2,38.4
Jack County,3,38.4
Jack County,4,38.3
Jackson County,1,38.6
Jackson County,2,38.7
Jackson County,3,38.8
Jackson County,4,39.0
Jasper County,1,41.7
Jasper County,2,41.8
Jasper County,3,41.9
Jasper County,4,42.0
Jeff Davis County,1,60.0
Jeff Davis County,2,60.2
Jeff Davis County,3,61.0
Jeff Davis County,4,61.7
Jefferson County,1,36.7
Jefferson County,2,36.7
Jefferson County,3,36.9
Jefferson County,4,37.0
Jim Hogg County,1,34.9
Jim Hogg County,2,35.0
Jim Hogg County,3,35.0
Jim Hogg County,4,35.0
Jim Wells County,1,35.5
Jim Wells County,2,35.5
Jim Wells County,3,35.7
Jim Wells County,4,35.8
Johnson County,1,36.7
Johnson County,2,36.8
Johnson County,3,36.7
Johnson County,4,36.6
Jones County,1,38.3
Jones County,2,38.3
Jones County,3,38.3
Jones County,4,38.4
Karnes County,1,35.0
Karnes County,2,35.0
Karnes County,3,35.2
Karnes County,4,35.2
Kaufman County,1,34.9
Kaufman County,2,34.9
Kaufman County,3,34.3
Kaufman County,4,33.9
Kendall County,1,42.9
Kendall County,2,43.0
Kendall County,3,42.8
Kendall County,4,42.9
Kenedy County,1,43.3
Kenedy County,2,43.4
Kenedy County,3,43.0
Kenedy County,4,43.5
Kent County,1,46.2
Kent County,2,45.1
Kent County,3,45.6
Kent County,4,45.5
Kerr County,1,48.0
Kerr County,2,48.0
Kerr County,3,48.0
Kerr County,4,47.9
Kimble County,1,50.3
Kimble County,2,50.4
Kimble County,3,50.6
Kimble County,4,50.3
King County,1,41.0
King County,2,41.3
King County,3,40.5
King County,4,42.8
Kinney County,1,41.4
Kinney County,2,41.6
Kinney County,3,41.7
Kinney County,4,41.8
Kleberg County,1,28.3
Kleberg County,2,28.3
Kleberg County,3,28.4
Kleberg County,4,28.4
Knox County,1,39.2
Knox County,2,39.0
Knox County,3,39.3
Knox County,4,39.2
Lamar County,1,39.9
Lamar County,2,39.9
Lamar County,3,39.4
Lamar County,4,39.4
Lamb County,1,36.8
Lamb County,2,36.8
Lamb County,3,36.8
Lamb County,4,36.9
Lampasas County,1,43.7
Lampasas County,2,43.8
Lampasas County,3,43.8
Lampasas County,4,43.7
La Salle County,1,32.4
La Salle County,2,32.4
La Salle County,3,32.1
La Salle County,4,32.2
Lavaca County,1,43.4
Lavaca County,2,43.4
Lavaca County,3,43.0
Lavaca County,4,43.1
Lee County,1,42.6
Lee County,2,42.7
Lee County,3,43.0
Lee County,4,42.9
Leon County,1,45.1
Leon County,2,45.1
Leon County,3,44.8
Leon County,4,44.6
Liberty County,1,34.4
Liberty County,2,34.3
Liberty County,3,33.6
Liberty County,4,33.0
Limestone County,1,41.3
Limestone County,2,41.3
Limestone County,3,41.6
Limestone County,4,41.6
Lipscomb County,1,39.3
Lipscomb County,2,39.6
Lipscomb County,3,40.6
Lipscomb County,4,41.4
Live Oak County,1,40.5
Live Oak County,2,40.4
Live Oak County,3,40.3
Live Oak County,4,40.6
Llano County,1,57.9
Llano County,2,58.0
Llano County,3,57.7
Llano County,4,57.7
Loving County,1,28.5
Loving County,2,29.5
Loving County,3,26.5
Loving County,4,35.3
Lubbock County,1,31.3
Lubbock County,2,31.3
Lubbock County,3,31.4
Lubbock County,4,31.5
Lynn County,1,36.7
Lynn County,2,36.6
Lynn County,3,36.4
Lynn County,4,36.7
McCulloch County,1,43.4
McCulloch County,2,43.6
McCulloch County,3,43.9
McCulloch County,4,44.3
McLennan County,1,33.4
McLennan County,2,33.5
McLennan County,3,33.4
McLennan County,4,33.5
McMullen County,1,46.4
McMullen County,2,46.2
McMullen County,3,45.4
McMullen County,4,44.2
Madison County,1,34.4
Madison County,2,34.4
Madison County,3,34.2
Madison County,4,34.3
Marion County,1,50.5
Marion County,2,50.3
Marion County,3,50.9
Marion County,4,51.1
Martin County,1,32.7
Martin County,2,32.7
Martin County,3,32.8
Martin County,4,32.7
Mason County,1,49.6
Mason County,2,49.7
Mason County,3,50.7
Mason County,4,51.0
Matagorda County,1,37.5
Matagorda County,2,37.5
Matagorda County,3,37.4
Matagorda County,4,37.6
Maverick County,1,29.9
Maverick County,2,30.0
Maverick County,3,30.1
Maverick County,4,30.2
Medina County,1,39.3
Medina County,2,39.3
Medina County,3,39.2
Medina County,4,39.3
Menard County,1,52.4
Menard County,2,52.6
Menard County,3,52.7
Menard County,4,51.4
Midland County,1,32.1
Midland County,2,32.1
Midland County,3,32.3
Midland County,4,32.4
Milam County,1,42.0
Milam County,2,42.0
Milam County,3,41.9
Milam County,4,41.9
Mills County,1,49.2
Mills County,2,49.1
Mills County,3,48.6
Mills County,4,49.3
Mitchell County,1,34.6
Mitchell County,2,34.6
Mitchell County,3,34.6
Mitchell County,4,34.9
Montague County,1,43.5
Montague County,2,43.5
Montague County,3,43.0
Montague County,4,42.9
Montgomery County,1,37.1
Montgomery County,2,37.1
Montgomery County,3,37.1
Montgomery County,4,37.1
Moore County,1,31.3
Moore County,2,31.4
Moore County,3,31.8
Moore County,4,31.9
Morris County,1,42.3
Morris County,2,42.4
Morris County,3,42.2
Morris County,4,42.1
Motley County,1,49.0
Motley County,2,49.0
Motley County,3,48.7
Motley County,4,49.3
Nacogdoches County,1,31.9
Nacogdoches County,2,31.9
Nacogdoches County,3,31.8
Nacogdoches County,4,32.0
Navarro County,1,37.0
Navarro County,2,37.0
Navarro County,3,36.6
Navarro County,4,36.4
Newton County,1,46.1
Newton County,2,46.3
Newton County,3,45.8
Newton County,4,46.2
Nolan County,1,38.3
Nolan County,2,38.4
Nolan County,3,38.5
Nolan County,4,38.4
Nueces County,1,36.2
Nueces County,2,36.2
Nueces County,3,36.4
Nueces County,4,36.6
Ochiltree County,1,32.2
Ochiltree County,2,32.3
Ochiltree County,3,33.0
Ochiltree County,4,33.1
Oldham County,1,40.8
Oldham County,2,40.8
Oldham County,3,41.7
Oldham County,4,42.3
Orange County,1,37.9
Orange County,2,37.9
Orange County,3,37.7
Orange County,4,37.5
Palo Pinto County,1,41.1
Palo Pinto County,2,41.0
Palo Pinto County,3,41.0
Palo Pinto County,4,40.9
Panola County,1,41.0
Panola County,2,40.9
Panola County,3,41.0
Panola County,4,41.0
Parker County,1,39.4
Parker County,2,39.4
Parker County,3,39.2
Parker County,4,39.3
Parmer County,1,35.4
Parmer County,2,35.4
Parmer County,3,35.2
Parmer County,4,35.3
Pecos County,1,35.7
Pecos County,2,35.7
Pecos County,3,35.9
Pecos County,4,36.1
Polk County,1,44.0
Polk County,2,44.0
Polk County,3,43.6
Polk County,4,43.6
Potter County,1,34.6
Potter County,2,34.7
Potter County,3,34.8
Potter County,4,34.9
Presidio County,1,38.4
Presidio County,2,38.4
Presidio County,3,38.1
Presidio County,4,38.7
Rains County,1,47.7
Rains County,2,47.8
Rains County,3,47.6
Rains County,4,47.2
Randall County,1,36.2
Randall County,2,36.2
Randall County,3,36.3
Randall County,4,36.6
Reagan County,1,33.9
Reagan County,2,33.9
Reagan County,3,33.6
Reagan County,4,34.2
Real County,1,52.7
Real County,2,53.0
Real County,3,52.4
Real County,4,52.3
Red River County,1,47.6
Red River County,2,47.6
Red River County,3,47.1
Red River County,4,46.2
Reeves County,1,33.6
Reeves County,2,33.6
Reeves County,3,33.8
Reeves County,4,33.8
Refugio County,1,42.5
Refugio County,2,42.3
Refugio County,3,42.2
Refugio County,4,42.6
Roberts County,1,41.0
Roberts County,2,41.3
Roberts County,3,41.3
Roberts County,4,42.3
Robertson County,1,40.8
Robertson County,2,40.8
Robertson County,3,41.1
Robertson County,4,41.3
Rockwall County,1,37.6
Rockwall County,2,37.7
Rockwall County,3,37.3
Rockwall County,4,37.4
Runnels County,1,40.9
Runnels County,2,40.8
Runnels County,3,40.7
Runnels County,4,40.7
Rusk County,1,39.4
Rusk County,2,39.4
Rusk County,3,39.2
Rusk County,4,39.3
Sabine County,1,53.0
Sabine County,2,53.0
Sabine County,3,53.2
Sabine County,4,53.7
San Augustine County,1,49.5
San Augustine County,2,49.4
San Augustine County,3,49.6
San Augustine County,4,48.9
San Jacinto County,1,45.1
San Jacinto County,2,45.0
San Jacinto County,3,45.0
San Jacinto County,4,45.1
San Patricio County,1,36.1
San Patricio County,2,36.1
San Patricio County,3,36.2
San Patricio County,4,36.4
San Saba County,1,40.3
San Saba County,2,40.5
San Saba County,3,39.7
San Saba County,4,40.0
Schleicher County,1,39.7
Schleicher County,2,39.8
Schleicher County,3,39.9
Schleicher County,4,41.0
Scurry County,1,35.9
Scurry County,2,35.9
Scurry County,3,36.1
Scurry County,4,36.1
Shackelford County,1,43.8
Shackelford County,2,43.8
Shackelford County,3,42.3
Shackelford County,4,42.0
Shelby County,1,38.4
Shelby County,2,38.4
Shelby County,3,38.6
Shelby County,4,38.5
Sherman County,1,37.4
Sherman County,2,37.1
Sherman County,3,36.7
Sherman County,4,36.1
Smith County,1,36.9
Smith County,2,37.0
Smith County,3,37.1
Smith County,4,37.1
Somervell County,1,43.3
Somervell County,2,43.5
Somervell County,3,42.9
Somervell County,4,43.2
Starr County,1,28.8
Starr County,2,28.9
Starr County,3,29.1
Starr County,4,29.3
Stephens County,1,40.3
Stephens County,2,40.4
Stephens County,3,39.7
Stephens County,4,40.1
Sterling County,1,35.8
Sterling County,2,35.7
Sterling County,3,35.8
Sterling County,4,35.2
Stonewall County,1,46.6
Stonewall County,2,46.3
Stonewall County,3,46.2
Stonewall County,4,46.8
Sutton County,1,40.8
Sutton County,2,40.9
Sutton County,3,41.3
Sutton County,4,41.1
Swisher County,1,36.5
Swisher County,2,36.5
Swisher County,3,35.9
Swisher County,4,36.2
Tarrant County,1,34.9
Tarrant County,2,34.9
Tarrant County,3,35.0
Tarrant County,4,35.1
Taylor County,1,32.5
Taylor County,2,32.5
Taylor County,3,32.5
Taylor County,4,32.7
Terrell County,1,50.6
Terrell County,2,51.0
Terrell County,3,51.2
Terrell County,4,51.5
Terry County,1,34.3
Terry County,2,34.3
Terry County,3,34.5
Terry County,4,34.6
Throckmorton County,1,48.3
Throckmorton County,2,48.2
Throckmorton County,3,46.9
Throckmorton County,4,45.9
Titus County,1,34.2
Titus County,2,34.1
Titus County,3,34.2
Titus County,4,34.4
Tom Green County,1,35.0
Tom Green County,2,35.1
Tom Green County,3,35.4
Tom Green County,4,35.6
Travis County,1,35.1
Travis County,2,35.1
Travis County,3,35.5
Travis County,4,35.6
Trinity County,1,48.8
Trinity County,2,48.7
Trinity County,3,48.7
Trinity County,4,48.5
Tyler County,1,42.9
Tyler County,2,43.0
Tyler County,3,43.0
Tyler County,4,42.7
Upshur County,1,40.8
Upshur County,2,40.8
Upshur County,3,40.5
Upshur County,4,40.7
Upton County,1,35.4
Upton County,2,35.5
Upton County,3,35.7
Upton County,4,36.1
Uvalde County,1,34.0
Uvalde County,2,34.0
Uvalde County,3,33.8
Uvalde County,4,33.8
Val Verde County,1,31.7
Val Verde County,2,31.7
Val Verde County,3,31.6
Val Verde County,4,31.6
Van Zandt County,1,42.7
Van Zandt County,2,42.7
Van Zandt County,3,42.4
Van Zandt County,4,42.1
Victoria County,1,36.3
Victoria County,2,36.3
Victoria County,3,36.5
Victoria County,4,36.6
Walker County,1,36.2
Walker County,2,36.3
Walker County,3,36.7
Walker County,4,37.1
Waller County,1,28.3
Waller County,2,28.5
Waller County,3,29.1
Waller County,4,29.4
Ward County,1,33.6
Ward County,2,33.6
Ward County,3,33.9
Ward County,4,34.2
Washington County,1,41.6
Washington County,2,41.6
Washington County,3,41.9
Washington County,4,42.3
Webb County,1,29.2
Webb County,2,29.3
Webb County,3,29.6
Webb County,4,29.8
Wharton County,1,37.3
Wharton County,2,37.3
Wharton County,3,37.3
Wharton County,4,37.5
Wheeler County,1,40.3
Wheeler County,2,40.4
Wheeler County,3,41.0
Wheeler County,4,41.2
Wichita County,1,34.8
Wichita County,2,34.8
Wichita County,3,34.8
Wichita County,4,35.0
Wilbarger County,1,39.2
Wilbarger County,2,39.3
Wilbarger County,3,39.4
Wilbarger County,4,39.7
Willacy County,1,33.3
Willacy County,2,33.3
Willacy County,3,33.4
Willacy County,4,33.3
Williamson County,1,36.9
Williamson County,2,37.0
Williamson County,3,37.1
Williamson County,4,37.1
Wilson County,1,40.1
Wilson County,2,40.1
Wilson County,3,40.3
Wilson County,4,40.6
Winkler County,1,33.3
Winkler County,2,33.5
Winkler County,3,34.5
Winkler County,4,35.1
Wise County,1,39.2
Wise County,2,39.3
Wise County,3,39.0
Wise County,4,39.0
Wood County,1,49.0
Wood County,2,49.0
Wood County,3,48.8
Wood County,4,48.7
Yoakum County,1,30.2
Yoakum County,2,30.3
Yoakum County,3,30.5
Yoakum County,4,30.1
Young County,1,41.4
Young County,2,41.4
Young County,3,40.9
Young County,4,40.7
Zapata County,1,30.2
Zapata County,2,30.4
Zapata County,3,30.6
Zapata County,4,30.6
Zavala County,1,32.2
Zavala County,2,32.3
Zavala County,3,32.5
Zavala County,4,32.5
Beaver County,1,33.7
Beaver County,2,33.8
Beaver County,3,33.8
Beaver County,4,34.0
Box Elder County,1,32.7
Box Elder County,2,32.7
Box Elder County,3,32.8
Box Elder County,4,32.7
Cache County,1,25.4
Cache County,2,25.5
Cache County,3,25.6
Cache County,4,25.8
Carbon County,1,37.9
Carbon County,2,38.0
Carbon County,3,38.4
Carbon County,4,38.7
Daggett County,1,46.9
Daggett County,2,46.8
Daggett County,3,47.9
Daggett County,4,48.5
Davis County,1,31.8
Davis County,2,31.8
Davis County,3,32.2
Davis County,4,32.5
Duchesne County,1,32.6
Duchesne County,2,32.7
Duchesne County,3,33.1
Duchesne County,4,33.6
Emery County,1,37.7
Emery County,2,37.8
Emery County,3,37.8
Emery County,4,37.7
Garfield County,1,42.2
Garfield County,2,42.1
Garfield County,3,42.3
Garfield County,4,42.7
Grand County,1,40.9
Grand County,2,40.9
Grand County,3,41.0
Grand County,4,41.1
Iron County,1,29.3
Iron County,2,29.4
Iron County,3,29.8
Iron County,4,30.3
Juab County,1,30.0
Juab County,2,30.0
Juab County,3,30.1
Juab County,4,30.4
Kane County,1,42.7
Kane County,2,42.9
Kane County,3,42.7
Kane County,4,42.9
Millard County,1,35.2
Millard County,2,35.2
Millard County,3,35.3
Millard County,4,35.2
Morgan County,1,32.4
Morgan County,2,32.4
Morgan County,3,32.8
Morgan County,4,32.9
Piute County,1,47.3
Piute County,2,47.3
Piute County,3,46.9
Piute County,4,47.4
Rich County,1,37.3
Rich County,2,37.6
Rich County,3,38.0
Rich County,4,39.1
Salt Lake County,1,33.3
Salt Lake County,2,33.4
Salt Lake County,3,33.7
Salt Lake County,4,34.0
San Juan County,1,33.5
San Juan County,2,33.6
San Juan County,3,34.3
San Juan County,4,34.8
Sanpete County,1,33.3
Sanpete County,2,33.4
Sanpete County,3,33.7
Sanpete County,4,34.0
Sevier County,1,36.1
Sevier County,2,36.2
Sevier County,3,36.4
Sevier County,4,36.8
Summit County,1,40.4
Summit County,2,40.6
Summit County,3,41.0
Summit County,4,41.5
Tooele County,1,31.9
Tooele County,2,31.9
Tooele County,3,31.9
Tooele County,4,32.0
Uintah County,1,32.1
Uintah County,2,32.2
Uintah County,3,32.7
Uintah County,4,33.0
Utah County,1,25.1
Utah County,2,25.2
Utah County,3,25.4
Utah County,4,25.7
Wasatch County,1,35.2
Wasatch County,2,35.3
Wasatch County,3,35.9
Wasatch County,4,36.6
Washington County,1,38.7
Washington County,2,38.8
Washington County,3,39.0
Washington County,4,39.2
Wayne County,1,43.1
Wayne County,2,43.1
Wayne County,3,42.9
Wayne County,4,42.6
Weber County,1,33.2
Weber County,2,33.2
Weber County,3,33.5
Weber County,4,33.7
Addison County,1,43.9
Addison County,2,44.0
Addison County,3,44.3
Addison County,4,44.4
Bennington County,1,47.2
