CTYNAME,YEAR,MEDIAN_AGE_TOT
Gove County,3,42.2
Gove County,4,41.9
Graham County,1,49.3
Graham County,2,49.1
Graham County,3,47.4
Graham County,4,47.5
Grant County,1,34.0
Grant County,2,34.1
Grant County,3,34.1
Grant County,4,34.4
Gray County,1,36.3
Gray County,2,36.3
Gray County,3,35.9
Gray County,4,35.4
Greeley County,1,39.3
Greeley County,2,39.1
Greeley County,3,38.8
Greeley County,4,38.6
Greenwood County,1,48.2
Greenwood County,2,48.3
Greenwood County,3,48.5
Greenwood County,4,47.5
Hamilton County,1,36.1
Hamilton County,2,36.5
Hamilton County,3,36.6
Hamilton County,4,37.0
Harper County,1,41.9
Harper County,2,41.9
Harper County,3,42.4
Harper County,4,42.1
Harvey County,1,39.6
Harvey County,2,39.7
Harvey County,3,39.9
Harvey County,4,40.0
Haskell County,1,35.4
Haskell County,2,35.5
Haskell County,3,36.9
Haskell County,4,37.1
Hodgeman County,1,43.3
Hodgeman County,2,43.1
Hodgeman County,3,43.4
Hodgeman County,4,42.1
Jackson County,1,41.2
Jackson County,2,41.1
Jackson County,3,40.9
Jackson County,4,40.8
Jefferson County,1,43.4
Jefferson County,2,43.4
Jefferson County,3,43.5
Jefferson County,4,43.8
Jewell County,1,51.0
Jewell County,2,51.0
Jewell County,3,50.5
Jewell County,4,51.2
Johnson County,1,38.0
Johnson County,2,38.0
Johnson County,3,38.3
Johnson County,4,38.6
Kearny County,1,34.6
Kearny County,2,34.7
Kearny County,3,35.6
Kearny County,4,35.9
Kingman County,1,44.2
Kingman County,2,44.2
Kingman County,3,43.4
Kingman County,4,42.6
Kiowa County,1,40.6
Kiowa County,2,40.6
Kiowa County,3,40.8
Kiowa County,4,40.6
Labette County,1,40.8
Labette County,2,40.7
Labette County,3,40.8
Labette County,4,41.1
Lane County,1,46.0
Lane County,2,46.2
Lane County,3,44.8
Lane County,4,44.4
Leavenworth County,1,38.1
Leavenworth County,2,38.1
Leavenworth County,3,38.2
Leavenworth County,4,38.3
Lincoln County,1,46.3
Lincoln County,2,46.2
Lincoln County,3,46.0
Lincoln County,4,45.9
Linn County,1,45.6
Linn County,2,45.8
Linn County,3,45.5
Linn County,4,45.5
Logan County,1,40.2
Logan County,2,40.2
Logan County,3,40.4
Logan County,4,40.3
Lyon County,1,33.1
Lyon County,2,33.2
Lyon County,3,33.3
Lyon County,4,33.3
McPherson County,1,39.4
McPherson County,2,39.4
McPherson County,3,39.5
McPherson County,4,39.7
Marion County,1,43.8
Marion County,2,43.8
Marion County,3,43.8
Marion County,4,43.4
Marshall County,1,42.4
Marshall County,2,42.3
Marshall County,3,42.2
Marshall County,4,42.4
Meade County,1,38.2
Meade County,2,38.2
Meade County,3,38.5
Meade County,4,38.5
Miami County,1,41.0
Miami County,2,41.1
Miami County,3,41.3
Miami County,4,41.6
Mitchell County,1,42.6
Mitchell County,2,42.6
Mitchell County,3,42.3
Mitchell County,4,42.0
Montgomery County,1,40.5
Montgomery County,2,40.6
Montgomery County,3,40.5
Montgomery County,4,40.7
Morris County,1,46.5
Morris County,2,46.6
Morris County,3,45.8
Morris County,4,45.6
Morton County,1,42.7
Morton County,2,42.4
Morton County,3,41.8
Morton County,4,41.6
Nemaha County,1,39.1
Nemaha County,2,39.2
Nemaha County,3,38.7
Nemaha County,4,38.7
Neosho County,1,39.8
Neosho County,2,39.9
Neosho County,3,39.9
Neosho County,4,40.1
Ness County,1,47.1
Ness County,2,47.1
Ness County,3,46.5
Ness County,4,45.4
Norton County,1,42.1
Norton County,2,41.9
Norton County,3,41.7
Norton County,4,41.6
Osage County,1,43.1
Osage County,2,43.1
Osage County,3,42.8
Osage County,4,42.7
Osborne County,1,46.2
Osborne County,2,46.0
Osborne County,3,45.5
Osborne County,4,45.2
Ottawa County,1,43.5
Ottawa County,2,43.5
Ottawa County,3,43.0
Ottawa County,4,43.0
Pawnee County,1,46.2
Pawnee County,2,46.3
Pawnee County,3,46.1
Pawnee County,4,46.2
Phillips County,1,44.8
Phillips County,2,44.9
Phillips County,3,45.3
Phillips County,4,45.5
Pottawatomie County,1,35.6
Pottawatomie County,2,35.7
Pottawatomie County,3,35.9
Pottawatomie County,4,36.1
Pratt County,1,38.9
Pratt County,2,38.8
Pratt County,3,39.0
Pratt County,4,39.3
Rawlins County,1,46.7
Rawlins County,2,46.7
Rawlins County,3,46.6
Rawlins County,4,45.4
Reno County,1,40.6
Reno County,2,40.6
Reno County,3,40.7
Reno County,4,40.8
Republic County,1,47.6
Republic County,2,47.5
Republic County,3,46.7
Republic County,4,46.1
Rice County,1,39.0
Rice County,2,39.2
Rice County,3,38.9
Rice County,4,39.2
Riley County,1,25.2
Riley County,2,25.2
Riley County,3,25.3
Riley County,4,25.2
Rooks County,1,43.1
Rooks County,2,43.2
Rooks County,3,43.8
Rooks County,4,44.1
Rush County,1,48.0
Rush County,2,48.1
Rush County,3,47.7
Rush County,4,46.7
Russell County,1,45.5
Russell County,2,45.5
Russell County,3,44.9
Russell County,4,44.6
Saline County,1,39.7
Saline County,2,39.8
Saline County,3,40.1
Saline County,4,40.4
Scott County,1,38.2
Scott County,2,38.3
Scott County,3,38.3
Scott County,4,38.6
Sedgwick County,1,35.8
Sedgwick County,2,35.9
Sedgwick County,3,36.1
Sedgwick County,4,36.3
Seward County,1,30.3
Seward County,2,30.4
Seward County,3,30.4
Seward County,4,30.5
Shawnee County,1,39.6
Shawnee County,2,39.6
Shawnee County,3,39.8
Shawnee County,4,40.0
Sheridan County,1,43.1
Sheridan County,2,42.9
Sheridan County,3,42.3
Sheridan County,4,42.3
Sherman County,1,39.1
Sherman County,2,39.4
Sherman County,3,39.4
Sherman County,4,39.8
Smith County,1,50.0
Smith County,2,50.1
Smith County,3,49.8
Smith County,4,49.7
Stafford County,1,42.8
Stafford County,2,42.5
Stafford County,3,42.3
Stafford County,4,41.6
Stanton County,1,37.5
Stanton County,2,37.3
Stanton County,3,37.4
Stanton County,4,37.8
Stevens County,1,37.1
Stevens County,2,37.2
Stevens County,3,36.6
Stevens County,4,36.8
Sumner County,1,41.1
Sumner County,2,41.1
Sumner County,3,41.0
Sumner County,4,41.0
Thomas County,1,35.2
Thomas County,2,35.1
Thomas County,3,35.4
Thomas County,4,35.5
Trego County,1,49.2
Trego County,2,49.2
Trego County,3,49.4
Trego County,4,49.3
Wabaunsee County,1,43.8
Wabaunsee County,2,43.7
Wabaunsee County,3,43.7
Wabaunsee County,4,43.8
Wallace County,1,41.0
Wallace County,2,41.0
Wallace County,3,40.2
Wallace County,4,40.8
Washington County,1,44.3
Washington County,2,44.2
Washington County,3,43.7
Washington County,4,43.1
Wichita County,1,40.1
Wichita County,2,39.7
Wichita County,3,40.1
Wichita County,4,40.1
Wilson County,1,42.8
Wilson County,2,42.8
Wilson County,3,42.8
Wilson County,4,42.6
Woodson County,1,47.9
Woodson County,2,48.0
Woodson County,3,47.4
Woodson County,4,46.8
Wyandotte County,1,34.3
Wyandotte County,2,34.4
Wyandotte County,3,34.6
Wyandotte County,4,34.7
Adair County,1,41.4
Adair County,2,41.4
Adair County,3,41.6
Adair County,4,41.7
Allen County,1,41.1
Allen County,2,41.2
Allen County,3,41.2
Allen County,4,40.9
Anderson County,1,40.8
Anderson County,2,40.9
Anderson County,3,41.1
Anderson County,4,41.1
Ballard County,1,44.0
Ballard County,2,44.0
Ballard County,3,44.4
Ballard County,4,44.7
Barren County,1,40.3
Barren County,2,40.5
Barren County,3,40.5
Barren County,4,40.7
Bath County,1,39.8
Bath County,2,39.8
Bath County,3,39.8
Bath County,4,39.6
Bell County,1,42.7
Bell County,2,42.8
Bell County,3,42.2
Bell County,4,41.7
Boone County,1,37.9
Boone County,2,37.9
Boone County,3,38.1
Boone County,4,38.2
Bourbon County,1,42.2
Bourbon County,2,42.2
Bourbon County,3,42.3
Bourbon County,4,42.8
Boyd County,1,42.6
Boyd County,2,42.6
Boyd County,3,42.6
Boyd County,4,42.3
Boyle County,1,40.0
Boyle County,2,40.0
Boyle County,3,40.1
Boyle County,4,39.9
Bracken County,1,41.2
Bracken County,2,41.3
Bracken County,3,41.5
Bracken County,4,41.5
Breathitt County,1,42.7
Breathitt County,2,42.6
Breathitt County,3,42.9
Breathitt County,4,43.0
Breckinridge County,1,42.9
Breckinridge County,2,42.9
Breckinridge County,3,42.8
Breckinridge County,4,42.7
Bullitt County,1,41.0
Bullitt County,2,41.1
Bullitt County,3,41.4
Bullitt County,4,41.6
Butler County,1,41.7
Butler County,2,41.7
Butler County,3,41.7
Butler County,4,41.6
Caldwell County,1,42.6
Caldwell County,2,42.6
Caldwell County,3,42.5
Caldwell County,4,42.4
Calloway County,1,35.6
Calloway County,2,35.6
Calloway County,3,35.2
Calloway County,4,35.4
Campbell County,1,39.0
Campbell County,2,39.1
Campbell County,3,39.4
Campbell County,4,39.5
Carlisle County,1,43.0
Carlisle County,2,43.0
Carlisle County,3,42.5
Carlisle County,4,42.3
Carroll County,1,38.0
Carroll County,2,38.0
Carroll County,3,38.0
Carroll County,4,37.7
Carter County,1,41.7
Carter County,2,41.8
Carter County,3,42.0
Carter County,4,41.9
Casey County,1,42.0
Casey County,2,42.0
Casey County,3,42.0
Casey County,4,42.1
Christian County,1,28.5
Christian County,2,28.5
Christian County,3,28.3
Christian County,4,28.4
Clark County,1,41.2
Clark County,2,41.1
Clark County,3,41.2
Clark County,4,41.1
Clay County,1,40.1
Clay County,2,40.1
Clay County,3,40.1
Clay County,4,40.1
Clinton County,1,43.0
Clinton County,2,43.1
Clinton County,3,42.8
Clinton County,4,43.1
Crittenden County,1,42.9
Crittenden County,2,42.8
Crittenden County,3,43.1
Crittenden County,4,43.2
Cumberland County,1,46.1
Cumberland County,2,46.1
Cumberland County,3,45.2
Cumberland County,4,44.9
Daviess County,1,38.5
Daviess County,2,38.5
Daviess County,3,38.7
Daviess County,4,38.7
Edmonson County,1,45.1
Edmonson County,2,45.1
Edmonson County,3,45.1
Edmonson County,4,45.5
Elliott County,1,43.1
Elliott County,2,43.2
Elliott County,3,43.0
Elliott County,4,43.6
Estill County,1,43.3
Estill County,2,43.3
Estill County,3,43.4
Estill County,4,43.6
Fayette County,1,35.1
Fayette County,2,35.1
Fayette County,3,35.4
Fayette County,4,35.5
Fleming County,1,41.1
Fleming County,2,41.2
Fleming County,3,41.0
Fleming County,4,40.9
Floyd County,1,42.4
Floyd County,2,42.5
Floyd County,3,42.5
Floyd County,4,42.4
Franklin County,1,40.7
Franklin County,2,40.7
Franklin County,3,40.8
Franklin County,4,40.9
Fulton County,1,41.1
Fulton County,2,41.1
Fulton County,3,41.3
Fulton County,4,41.1
Gallatin County,1,39.0
Gallatin County,2,39.0
Gallatin County,3,38.6
Gallatin County,4,38.8
Garrard County,1,43.8
Garrard County,2,43.9
Garrard County,3,43.6
Garrard County,4,43.7
Grant County,1,37.1
Grant County,2,37.0
Grant County,3,36.9
Grant County,4,36.9
Graves County,1,40.5
Graves County,2,40.6
Graves County,3,40.4
Graves County,4,40.3
Grayson County,1,40.5
Grayson County,2,40.5
Grayson County,3,40.9
Grayson County,4,40.8
Green County,1,44.8
Green County,2,44.8
Green County,3,44.3
Green County,4,44.5
Greenup County,1,43.8
Greenup County,2,43.8
Greenup County,3,44.0
Greenup County,4,44.1
Hancock County,1,40.5
Hancock County,2,40.6
Hancock County,3,40.8
Hancock County,4,41.0
Hardin County,1,37.5
Hardin County,2,37.6
Hardin County,3,37.5
Hardin County,4,37.6
Harlan County,1,41.4
Harlan County,2,41.4
Harlan County,3,41.4
Harlan County,4,41.4
Harrison County,1,41.9
Harrison County,2,41.9
Harrison County,3,41.8
Harrison County,4,41.5
Hart County,1,40.1
Hart County,2,40.2
Hart County,3,40.1
Hart County,4,40.3
Henderson County,1,40.9
Henderson County,2,40.9
Henderson County,3,41.0
Henderson County,4,41.3
Henry County,1,41.1
Henry County,2,41.0
Henry County,3,41.3
Henry County,4,41.4
Hickman County,1,48.3
Hickman County,2,48.4
Hickman County,3,48.5
Hickman County,4,48.1
Hopkins County,1,41.2
Hopkins County,2,41.1
Hopkins County,3,41.0
Hopkins County,4,41.0
Jackson County,1,41.9
Jackson County,2,42.0
Jackson County,3,41.8
Jackson County,4,41.8
Jefferson County,1,38.5
Jefferson County,2,38.5
Jefferson County,3,38.7
Jefferson County,4,38.8
Jessamine County,1,38.4
Jessamine County,2,38.4
Jessamine County,3,38.7
Jessamine County,4,38.7
Johnson County,1,42.4
Johnson County,2,42.4
Johnson County,3,42.3
Johnson County,4,42.4
Kenton County,1,37.6
Kenton County,2,37.6
Kenton County,3,37.8
Kenton County,4,38.0
Knott County,1,44.1
Knott County,2,44.2
Knott County,3,44.2
Knott County,4,43.9
Knox County,1,39.7
Knox County,2,39.7
Knox County,3,39.7
Knox County,4,39.7
Larue County,1,40.7
Larue County,2,40.8
Larue County,3,40.9
Larue County,4,41.1
Laurel County,1,39.8
Laurel County,2,39.9
Laurel County,3,40.0
Laurel County,4,40.2
Lawrence County,1,41.3
Lawrence County,2,41.3
Lawrence County,3,41.3
Lawrence County,4,41.5
Lee County,1,42.7
Lee County,2,42.8
Lee County,3,42.4
Lee County,4,42.6
Leslie County,1,42.9
Leslie County,2,43.0
Leslie County,3,43.0
Leslie County,4,43.3
Letcher County,1,43.5
Letcher County,2,43.5
Letcher County,3,43.6
Letcher County,4,43.7
Lewis County,1,42.8
Lewis County,2,42.9
Lewis County,3,42.9
Lewis County,4,42.9
Lincoln County,1,41.4
Lincoln County,2,41.4
Lincoln County,3,41.1
Lincoln County,4,40.7
Livingston County,1,46.7
Livingston County,2,46.7
Livingston County,3,46.1
Livingston County,4,46.3
Logan County,1,40.4
Logan County,2,40.4
Logan County,3,40.1
Logan County,4,40.1
Lyon County,1,47.9
Lyon County,2,48.0
Lyon County,3,48.9
Lyon County,4,47.0
McCracken County,1,41.8
McCracken County,2,41.9
McCracken County,3,42.0
McCracken County,4,42.2
McCreary County,1,39.7
McCreary County,2,39.8
McCreary County,3,39.9
McCreary County,4,39.8
McLean County,1,42.6
McLean County,2,42.7
McLean County,3,42.3
McLean County,4,42.0
Madison County,1,34.7
Madison County,2,34.7
Madison County,3,35.0
Madison County,4,34.8
Magoffin County,1,42.8
Magoffin County,2,42.8
Magoffin County,3,42.9
Magoffin County,4,42.9
Marion County,1,40.0
Marion County,2,40.1
Marion County,3,40.2
Marion County,4,40.4
Marshall County,1,44.9
Marshall County,2,44.9
Marshall County,3,45.0
Marshall County,4,45.2
Martin County,1,39.9
Martin County,2,40.0
Martin County,3,40.0
Martin County,4,39.7
Mason County,1,41.1
Mason County,2,41.2
Mason County,3,41.3
Mason County,4,41.5
Meade County,1,39.5
Meade County,2,39.5
Meade County,3,39.6
Meade County,4,40.0
Menifee County,1,47.2
Menifee County,2,47.3
Menifee County,3,46.9
Menifee County,4,47.1
Mercer County,1,42.7
Mercer County,2,42.7
Mercer County,3,42.5
Mercer County,4,42.6
Metcalfe County,1,42.0
Metcalfe County,2,42.0
Metcalfe County,3,41.5
Metcalfe County,4,42.1
Monroe County,1,42.0
Monroe County,2,42.0
Monroe County,3,42.1
Monroe County,4,41.9
Montgomery County,1,40.0
Montgomery County,2,40.1
Montgomery County,3,40.1
Montgomery County,4,39.9
Morgan County,1,41.6
Morgan County,2,41.7
Morgan County,3,41.9
Morgan County,4,41.7
Muhlenberg County,1,42.5
Muhlenberg County,2,42.6
Muhlenberg County,3,42.9
Muhlenberg County,4,42.6
Nelson County,1,39.9
Nelson County,2,40.0
Nelson County,3,40.2
Nelson County,4,40.3
Nicholas County,1,40.7
Nicholas County,2,40.7
Nicholas County,3,40.2
Nicholas County,4,40.1
Ohio County,1,40.5
Ohio County,2,40.6
Ohio County,3,40.7
Ohio County,4,41.0
Oldham County,1,39.6
Oldham County,2,39.7
Oldham County,3,39.9
Oldham County,4,40.2
Owen County,1,43.1
Owen County,2,43.1
Owen County,3,43.4
Owen County,4,43.7
Owsley County,1,42.8
Owsley County,2,42.8
Owsley County,3,42.4
Owsley County,4,41.7
Pendleton County,1,41.5
Pendleton County,2,41.5
Pendleton County,3,41.7
Pendleton County,4,41.6
Perry County,1,41.1
Perry County,2,41.2
Perry County,3,41.2
Perry County,4,41.2
Pike County,1,43.1
Pike County,2,43.2
Pike County,3,43.4
Pike County,4,43.6
Powell County,1,39.3
Powell County,2,39.4
Powell County,3,39.4
Powell County,4,39.7
Pulaski County,1,42.3
Pulaski County,2,42.3
Pulaski County,3,42.3
Pulaski County,4,42.6
Robertson County,1,46.6
Robertson County,2,46.5
Robertson County,3,45.6
Robertson County,4,45.9
Rockcastle County,1,43.8
Rockcastle County,2,43.9
Rockcastle County,3,43.9
Rockcastle County,4,43.4
Rowan County,1,30.9
Rowan County,2,31.0
Rowan County,3,31.5
Rowan County,4,31.9
Russell County,1,43.5
Russell County,2,43.5
Russell County,3,43.3
Russell County,4,43.4
Scott County,1,36.4
Scott County,2,36.5
Scott County,3,36.6
Scott County,4,36.7
Shelby County,1,40.3
Shelby County,2,40.3
Shelby County,3,40.6
Shelby County,4,40.9
Simpson County,1,39.1
Simpson County,2,39.1
Simpson County,3,39.4
Simpson County,4,39.4
Spencer County,1,42.0
Spencer County,2,42.1
Spencer County,3,42.0
Spencer County,4,42.2
Taylor County,1,38.3
Taylor County,2,38.3
Taylor County,3,38.1
Taylor County,4,37.7
Todd County,1,38.0
Todd County,2,37.9
Todd County,3,37.8
Todd County,4,37.6
Trigg County,1,46.4
Trigg County,2,46.5
Trigg County,3,46.3
Trigg County,4,46.0
Trimble County,1,43.0
Trimble County,2,43.1
Trimble County,3,42.7
Trimble County,4,42.5
Union County,1,42.6
Union County,2,42.6
Union County,3,43.9
Union County,4,43.9
Warren County,1,33.2
Warren County,2,33.2
Warren County,3,33.3
Warren County,4,33.3
Washington County,1,42.0
Washington County,2,42.0
Washington County,3,42.1
Washington County,4,42.3
Wayne County,1,44.3
Wayne County,2,44.3
Wayne County,3,44.4
Wayne County,4,44.5
Webster County,1,40.9
Webster County,2,41.0
Webster County,3,41.1
Webster County,4,41.2
Whitley County,1,36.0
Whitley County,2,36.0
Whitley County,3,35.8
Whitley County,4,35.4
Wolfe County,1,42.7
Wolfe County,2,42.7
Wolfe County,3,42.9
Wolfe County,4,43.3
Woodford County,1,43.0
Woodford County,2,43.0
Woodford County,3,43.1
Woodford County,4,43.4
Acadia Parish,1,37.4
Acadia Parish,2,37.4
Acadia Parish,3,37.4
Acadia Parish,4,37.5
Allen Parish,1,37.6
Allen Parish,2,37.6
Allen Parish,3,37.5
Allen Parish,4,37.5
Ascension Parish,1,36.1
Ascension Parish,2,36.2
Ascension Parish,3,36.5
Ascension Parish,4,36.8
Assumption Parish,1,42.1
Assumption Parish,2,42.1
Assumption Parish,3,42.7
Assumption Parish,4,43.0
Avoyelles Parish,1,38.7
Avoyelles Parish,2,38.7
Avoyelles Parish,3,38.9
Avoyelles Parish,4,39.0
Beauregard Parish,1,37.4
Beauregard Parish,2,37.4
Beauregard Parish,3,37.4
Beauregard Parish,4,37.3
Bienville Parish,1,42.8
Bienville Parish,2,42.8
Bienville Parish,3,42.8
Bienville Parish,4,42.6
Bossier Parish,1,36.3
Bossier Parish,2,36.4
Bossier Parish,3,36.6
Bossier Parish,4,37.0
Caddo Parish,1,38.8
Caddo Parish,2,38.9
Caddo Parish,3,39.2
Caddo Parish,4,39.5
Calcasieu Parish,1,36.3
Calcasieu Parish,2,36.4
Calcasieu Parish,3,37.3
Calcasieu Parish,4,37.5
Caldwell Parish,1,39.7
Caldwell Parish,2,39.6
Caldwell Parish,3,39.4
Caldwell Parish,4,39.4
